id,semantic_groups,uri,preflabel,name,synonyms,description
HGNC:12407,gene,https://identifiers.org/HGNC:12407,HGNC:12407,HGNC:12407,NA,NA
HGNC:28912,gene,https://identifiers.org/HGNC:28912,HGNC:28912,HGNC:28912,NA,NA
MONDO:0024457,phenotype,http://purl.obolibrary.org/obo/MONDO_0024457,MONDO:0024457,MONDO:0024457,NA,NA
MONDO:0011706,phenotype,http://purl.obolibrary.org/obo/MONDO_0011706,MONDO:0011706,MONDO:0011706,NA,NA
HGNC:14686,gene,https://identifiers.org/HGNC:14686,HGNC:14686,HGNC:14686,NA,NA
HGNC:9308,gene,https://identifiers.org/HGNC:9308,HGNC:9308,HGNC:9308,NA,NA
MONDO:0007105,phenotype,http://purl.obolibrary.org/obo/MONDO_0007105,MONDO:0007105,MONDO:0007105,NA,NA
MONDO:0013674,phenotype,http://purl.obolibrary.org/obo/MONDO_0013674,MONDO:0013674,MONDO:0013674,NA,NA
HGNC:22197,gene,https://identifiers.org/HGNC:22197,HGNC:22197,HGNC:22197,NA,NA
HGNC:870,gene,https://identifiers.org/HGNC:870,HGNC:870,HGNC:870,NA,NA
HGNC:11005,gene,https://identifiers.org/HGNC:11005,HGNC:11005,HGNC:11005,NA,NA
HGNC:9154,gene,https://identifiers.org/HGNC:9154,HGNC:9154,HGNC:9154,NA,NA
HGNC:6556,gene,https://identifiers.org/HGNC:6556,HGNC:6556,HGNC:6556,NA,NA
MONDO:0007433,phenotype,http://purl.obolibrary.org/obo/MONDO_0007433,MONDO:0007433,MONDO:0007433,NA,NA
HGNC:7487,gene,https://identifiers.org/HGNC:7487,HGNC:7487,HGNC:7487,NA,NA
MONDO:0009835,phenotype,http://purl.obolibrary.org/obo/MONDO_0009835,MONDO:0009835,MONDO:0009835,NA,NA
MONDO:0009050,phenotype,http://purl.obolibrary.org/obo/MONDO_0009050,MONDO:0009050,MONDO:0009050,NA,NA
MONDO:0011703,phenotype,http://purl.obolibrary.org/obo/MONDO_0011703,MONDO:0011703,MONDO:0011703,NA,NA
MONDO:0012235,phenotype,http://purl.obolibrary.org/obo/MONDO_0012235,MONDO:0012235,MONDO:0012235,NA,NA
MONDO:0044701,phenotype,http://purl.obolibrary.org/obo/MONDO_0044701,MONDO:0044701,MONDO:0044701,NA,NA
HP:0002439,phenotype,http://purl.obolibrary.org/obo/HP_0002439,HP:0002439,HP:0002439,NA,NA
MONDO:0019037,phenotype,http://purl.obolibrary.org/obo/MONDO_0019037,MONDO:0019037,MONDO:0019037,NA,NA
HGNC:6893,gene,https://identifiers.org/HGNC:6893,HGNC:6893,HGNC:6893,NA,NA
MONDO:0009747,phenotype,http://purl.obolibrary.org/obo/MONDO_0009747,MONDO:0009747,MONDO:0009747,NA,NA
MONDO:0007182,phenotype,http://purl.obolibrary.org/obo/MONDO_0007182,MONDO:0007182,MONDO:0007182,NA,NA
MONDO:0015059,phenotype,http://purl.obolibrary.org/obo/MONDO_0015059,MONDO:0015059,MONDO:0015059,NA,NA
HGNC:12827,gene,https://identifiers.org/HGNC:12827,HGNC:12827,HGNC:12827,NA,NA
MONDO:0014290,phenotype,http://purl.obolibrary.org/obo/MONDO_0014290,MONDO:0014290,MONDO:0014290,NA,NA
MONDO:0013571,phenotype,http://purl.obolibrary.org/obo/MONDO_0013571,MONDO:0013571,MONDO:0013571,NA,NA
HGNC:9179,gene,https://identifiers.org/HGNC:9179,HGNC:9179,HGNC:9179,NA,NA
HGNC:12449,gene,https://identifiers.org/HGNC:12449,HGNC:12449,HGNC:12449,NA,NA
MONDO:0958323,phenotype,http://purl.obolibrary.org/obo/MONDO_0958323,MONDO:0958323,MONDO:0958323,NA,NA
HGNC:2652,gene,https://identifiers.org/HGNC:2652,HGNC:2652,HGNC:2652,NA,NA
HGNC:48,gene,https://identifiers.org/HGNC:48,HGNC:48,HGNC:48,NA,NA
MONDO:0011439,phenotype,http://purl.obolibrary.org/obo/MONDO_0011439,MONDO:0011439,MONDO:0011439,NA,NA
MONDO:0030967,phenotype,http://purl.obolibrary.org/obo/MONDO_0030967,MONDO:0030967,MONDO:0030967,NA,NA
MONDO:0019160,phenotype,http://purl.obolibrary.org/obo/MONDO_0019160,MONDO:0019160,MONDO:0019160,NA,NA
HGNC:10942,gene,https://identifiers.org/HGNC:10942,HGNC:10942,HGNC:10942,NA,NA
HGNC:4193,gene,https://identifiers.org/HGNC:4193,HGNC:4193,HGNC:4193,NA,NA
HGNC:29478,gene,https://identifiers.org/HGNC:29478,HGNC:29478,HGNC:29478,NA,NA
MONDO:0014233,phenotype,http://purl.obolibrary.org/obo/MONDO_0014233,MONDO:0014233,MONDO:0014233,NA,NA
MONDO:0014387,phenotype,http://purl.obolibrary.org/obo/MONDO_0014387,MONDO:0014387,MONDO:0014387,NA,NA
HGNC:2433,gene,https://identifiers.org/HGNC:2433,HGNC:2433,HGNC:2433,NA,NA
MONDO:0012153,phenotype,http://purl.obolibrary.org/obo/MONDO_0012153,MONDO:0012153,MONDO:0012153,NA,NA
MONDO:0011632,phenotype,http://purl.obolibrary.org/obo/MONDO_0011632,MONDO:0011632,MONDO:0011632,NA,NA
MONDO:0030634,phenotype,http://purl.obolibrary.org/obo/MONDO_0030634,MONDO:0030634,MONDO:0030634,NA,NA
HP:0031993,phenotype,http://purl.obolibrary.org/obo/HP_0031993,HP:0031993,HP:0031993,NA,NA
MONDO:0010215,phenotype,http://purl.obolibrary.org/obo/MONDO_0010215,MONDO:0010215,MONDO:0010215,NA,NA
HGNC:7497,gene,https://identifiers.org/HGNC:7497,HGNC:7497,HGNC:7497,NA,NA
HGNC:12799,gene,https://identifiers.org/HGNC:12799,HGNC:12799,HGNC:12799,NA,NA
MONDO:0032737,phenotype,http://purl.obolibrary.org/obo/MONDO_0032737,MONDO:0032737,MONDO:0032737,NA,NA
MONDO:0014841,phenotype,http://purl.obolibrary.org/obo/MONDO_0014841,MONDO:0014841,MONDO:0014841,NA,NA
MONDO:0011330,phenotype,http://purl.obolibrary.org/obo/MONDO_0011330,MONDO:0011330,MONDO:0011330,NA,NA
MONDO:0018150,phenotype,http://purl.obolibrary.org/obo/MONDO_0018150,MONDO:0018150,MONDO:0018150,NA,NA
MONDO:0020715,phenotype,http://purl.obolibrary.org/obo/MONDO_0020715,MONDO:0020715,MONDO:0020715,NA,NA
MONDO:0010459,phenotype,http://purl.obolibrary.org/obo/MONDO_0010459,MONDO:0010459,MONDO:0010459,NA,NA
MONDO:0030872,phenotype,http://purl.obolibrary.org/obo/MONDO_0030872,MONDO:0030872,MONDO:0030872,NA,NA
MONDO:0014729,phenotype,http://purl.obolibrary.org/obo/MONDO_0014729,MONDO:0014729,MONDO:0014729,NA,NA
HGNC:30213,gene,https://identifiers.org/HGNC:30213,HGNC:30213,HGNC:30213,NA,NA
HGNC:6323,gene,https://identifiers.org/HGNC:6323,HGNC:6323,HGNC:6323,NA,NA
MONDO:0012790,phenotype,http://purl.obolibrary.org/obo/MONDO_0012790,MONDO:0012790,MONDO:0012790,NA,NA
MONDO:0014147,phenotype,http://purl.obolibrary.org/obo/MONDO_0014147,MONDO:0014147,MONDO:0014147,NA,NA
MONDO:0008444,phenotype,http://purl.obolibrary.org/obo/MONDO_0008444,MONDO:0008444,MONDO:0008444,NA,NA
MONDO:0007104,phenotype,http://purl.obolibrary.org/obo/MONDO_0007104,MONDO:0007104,MONDO:0007104,NA,NA
MONDO:0005574,phenotype,http://purl.obolibrary.org/obo/MONDO_0005574,MONDO:0005574,MONDO:0005574,NA,NA
HGNC:25443,gene,https://identifiers.org/HGNC:25443,HGNC:25443,HGNC:25443,NA,NA
MONDO:0008758,phenotype,http://purl.obolibrary.org/obo/MONDO_0008758,MONDO:0008758,MONDO:0008758,NA,NA
MONDO:0010099,phenotype,http://purl.obolibrary.org/obo/MONDO_0010099,MONDO:0010099,MONDO:0010099,NA,NA
HGNC:16235,gene,https://identifiers.org/HGNC:16235,HGNC:16235,HGNC:16235,NA,NA
MONDO:0012321,phenotype,http://purl.obolibrary.org/obo/MONDO_0012321,MONDO:0012321,MONDO:0012321,NA,NA
HGNC:8804,gene,https://identifiers.org/HGNC:8804,HGNC:8804,HGNC:8804,NA,NA
MONDO:0100156,phenotype,http://purl.obolibrary.org/obo/MONDO_0100156,MONDO:0100156,MONDO:0100156,NA,NA
HGNC:1356,gene,https://identifiers.org/HGNC:1356,HGNC:1356,HGNC:1356,NA,NA
MONDO:0013673,phenotype,http://purl.obolibrary.org/obo/MONDO_0013673,MONDO:0013673,MONDO:0013673,NA,NA
MONDO:0008781,phenotype,http://purl.obolibrary.org/obo/MONDO_0008781,MONDO:0008781,MONDO:0008781,NA,NA
MONDO:0010524,phenotype,http://purl.obolibrary.org/obo/MONDO_0010524,MONDO:0010524,MONDO:0010524,NA,NA
MONDO:0009092,phenotype,http://purl.obolibrary.org/obo/MONDO_0009092,MONDO:0009092,MONDO:0009092,NA,NA
HGNC:8772,gene,https://identifiers.org/HGNC:8772,HGNC:8772,HGNC:8772,NA,NA
HGNC:14253,gene,https://identifiers.org/HGNC:14253,HGNC:14253,HGNC:14253,NA,NA
HGNC:9870,gene,https://identifiers.org/HGNC:9870,HGNC:9870,HGNC:9870,NA,NA
MONDO:0014717,phenotype,http://purl.obolibrary.org/obo/MONDO_0014717,MONDO:0014717,MONDO:0014717,NA,NA
MONDO:0011671,phenotype,http://purl.obolibrary.org/obo/MONDO_0011671,MONDO:0011671,MONDO:0011671,NA,NA
MONDO:0008836,phenotype,http://purl.obolibrary.org/obo/MONDO_0008836,MONDO:0008836,MONDO:0008836,NA,NA
