id,semantic_groups,uri,preflabel,name,synonyms,description
HP:0002356,phenotype,http://purl.obolibrary.org/obo/HP_0002356,HP:0002356,HP:0002356,NA,NA
MONDO:0014698,phenotype,http://purl.obolibrary.org/obo/MONDO_0014698,MONDO:0014698,MONDO:0014698,NA,NA
HGNC:14511,gene,https://identifiers.org/HGNC:14511,HGNC:14511,HGNC:14511,NA,NA
HGNC:20716,gene,https://identifiers.org/HGNC:20716,HGNC:20716,HGNC:20716,NA,NA
HGNC:20858,gene,https://identifiers.org/HGNC:20858,HGNC:20858,HGNC:20858,NA,NA
MONDO:0016855,phenotype,http://purl.obolibrary.org/obo/MONDO_0016855,MONDO:0016855,MONDO:0016855,NA,NA
HGNC:15984,gene,https://identifiers.org/HGNC:15984,HGNC:15984,HGNC:15984,NA,NA
MONDO:0060622,phenotype,http://purl.obolibrary.org/obo/MONDO_0060622,MONDO:0060622,MONDO:0060622,NA,NA
HP:0009088,phenotype,http://purl.obolibrary.org/obo/HP_0009088,HP:0009088,HP:0009088,NA,NA
MONDO:0012077,phenotype,http://purl.obolibrary.org/obo/MONDO_0012077,MONDO:0012077,MONDO:0012077,NA,NA
MONDO:0007435,phenotype,http://purl.obolibrary.org/obo/MONDO_0007435,MONDO:0007435,MONDO:0007435,NA,NA
HGNC:9302,gene,https://identifiers.org/HGNC:9302,HGNC:9302,HGNC:9302,NA,NA
MONDO:0010478,phenotype,http://purl.obolibrary.org/obo/MONDO_0010478,MONDO:0010478,MONDO:0010478,NA,NA
HP:0001304,phenotype,http://purl.obolibrary.org/obo/HP_0001304,HP:0001304,HP:0001304,NA,NA
MONDO:0014660,phenotype,http://purl.obolibrary.org/obo/MONDO_0014660,MONDO:0014660,MONDO:0014660,NA,NA
MONDO:0009165,phenotype,http://purl.obolibrary.org/obo/MONDO_0009165,MONDO:0009165,MONDO:0009165,NA,NA
HGNC:14584,gene,https://identifiers.org/HGNC:14584,HGNC:14584,HGNC:14584,NA,NA
MONDO:0011858,phenotype,http://purl.obolibrary.org/obo/MONDO_0011858,MONDO:0011858,MONDO:0011858,NA,NA
MONDO:0017593,phenotype,http://purl.obolibrary.org/obo/MONDO_0017593,MONDO:0017593,MONDO:0017593,NA,NA
HP:0031960,phenotype,http://purl.obolibrary.org/obo/HP_0031960,HP:0031960,HP:0031960,NA,NA
MONDO:0010830,phenotype,http://purl.obolibrary.org/obo/MONDO_0010830,MONDO:0010830,MONDO:0010830,NA,NA
HGNC:10193,gene,https://identifiers.org/HGNC:10193,HGNC:10193,HGNC:10193,NA,NA
MONDO:0018937,phenotype,http://purl.obolibrary.org/obo/MONDO_0018937,MONDO:0018937,MONDO:0018937,NA,NA
MONDO:0032648,phenotype,http://purl.obolibrary.org/obo/MONDO_0032648,MONDO:0032648,MONDO:0032648,NA,NA
HGNC:12856,gene,https://identifiers.org/HGNC:12856,HGNC:12856,HGNC:12856,NA,NA
MONDO:0014823,phenotype,http://purl.obolibrary.org/obo/MONDO_0014823,MONDO:0014823,MONDO:0014823,NA,NA
HGNC:1476,gene,https://identifiers.org/HGNC:1476,HGNC:1476,HGNC:1476,NA,NA
HGNC:31399,gene,https://identifiers.org/HGNC:31399,HGNC:31399,HGNC:31399,NA,NA
HP:0002529,phenotype,http://purl.obolibrary.org/obo/HP_0002529,HP:0002529,HP:0002529,NA,NA
MONDO:0859165,phenotype,http://purl.obolibrary.org/obo/MONDO_0859165,MONDO:0859165,MONDO:0859165,NA,NA
MONDO:0018644,phenotype,http://purl.obolibrary.org/obo/MONDO_0018644,MONDO:0018644,MONDO:0018644,NA,NA
HGNC:17359,gene,https://identifiers.org/HGNC:17359,HGNC:17359,HGNC:17359,NA,NA
HGNC:3061,gene,https://identifiers.org/HGNC:3061,HGNC:3061,HGNC:3061,NA,NA
MONDO:0011445,phenotype,http://purl.obolibrary.org/obo/MONDO_0011445,MONDO:0011445,MONDO:0011445,NA,NA
MONDO:0030990,phenotype,http://purl.obolibrary.org/obo/MONDO_0030990,MONDO:0030990,MONDO:0030990,NA,NA
MONDO:0016819,phenotype,http://purl.obolibrary.org/obo/MONDO_0016819,MONDO:0016819,MONDO:0016819,NA,NA
MONDO:0700089,phenotype,http://purl.obolibrary.org/obo/MONDO_0700089,MONDO:0700089,MONDO:0700089,NA,NA
HGNC:25355,gene,https://identifiers.org/HGNC:25355,HGNC:25355,HGNC:25355,NA,NA
MONDO:0016090,phenotype,http://purl.obolibrary.org/obo/MONDO_0016090,MONDO:0016090,MONDO:0016090,NA,NA
MONDO:0030312,phenotype,http://purl.obolibrary.org/obo/MONDO_0030312,MONDO:0030312,MONDO:0030312,NA,NA
HGNC:11079,gene,https://identifiers.org/HGNC:11079,HGNC:11079,HGNC:11079,NA,NA
HP:0006794,phenotype,http://purl.obolibrary.org/obo/HP_0006794,HP:0006794,HP:0006794,NA,NA
MONDO:0013552,phenotype,http://purl.obolibrary.org/obo/MONDO_0013552,MONDO:0013552,MONDO:0013552,NA,NA
MONDO:0014949,phenotype,http://purl.obolibrary.org/obo/MONDO_0014949,MONDO:0014949,MONDO:0014949,NA,NA
MONDO:0014561,phenotype,http://purl.obolibrary.org/obo/MONDO_0014561,MONDO:0014561,MONDO:0014561,NA,NA
MONDO:0013977,phenotype,http://purl.obolibrary.org/obo/MONDO_0013977,MONDO:0013977,MONDO:0013977,NA,NA
MONDO:0958235,phenotype,http://purl.obolibrary.org/obo/MONDO_0958235,MONDO:0958235,MONDO:0958235,NA,NA
HP:0000496,phenotype,http://purl.obolibrary.org/obo/HP_0000496,HP:0000496,HP:0000496,NA,NA
MONDO:0014364,phenotype,http://purl.obolibrary.org/obo/MONDO_0014364,MONDO:0014364,MONDO:0014364,NA,NA
MONDO:0044701,phenotype,http://purl.obolibrary.org/obo/MONDO_0044701,MONDO:0044701,MONDO:0044701,NA,NA
MONDO:0009685,phenotype,http://purl.obolibrary.org/obo/MONDO_0009685,MONDO:0009685,MONDO:0009685,NA,NA
MONDO:0011706,phenotype,http://purl.obolibrary.org/obo/MONDO_0011706,MONDO:0011706,MONDO:0011706,NA,NA
MONDO:0014733,phenotype,http://purl.obolibrary.org/obo/MONDO_0014733,MONDO:0014733,MONDO:0014733,NA,NA
MONDO:0010305,phenotype,http://purl.obolibrary.org/obo/MONDO_0010305,MONDO:0010305,MONDO:0010305,NA,NA
MONDO:0100531,phenotype,http://purl.obolibrary.org/obo/MONDO_0100531,MONDO:0100531,MONDO:0100531,NA,NA
MONDO:0054785,phenotype,http://purl.obolibrary.org/obo/MONDO_0054785,MONDO:0054785,MONDO:0054785,NA,NA
MONDO:0008759,phenotype,http://purl.obolibrary.org/obo/MONDO_0008759,MONDO:0008759,MONDO:0008759,NA,NA
MONDO:0010099,phenotype,http://purl.obolibrary.org/obo/MONDO_0010099,MONDO:0010099,MONDO:0010099,NA,NA
MONDO:0012400,phenotype,http://purl.obolibrary.org/obo/MONDO_0012400,MONDO:0012400,MONDO:0012400,NA,NA
MONDO:0018724,phenotype,http://purl.obolibrary.org/obo/MONDO_0018724,MONDO:0018724,MONDO:0018724,NA,NA
MONDO:0014510,phenotype,http://purl.obolibrary.org/obo/MONDO_0014510,MONDO:0014510,MONDO:0014510,NA,NA
HGNC:12649,gene,https://identifiers.org/HGNC:12649,HGNC:12649,HGNC:12649,NA,NA
HGNC:13308,gene,https://identifiers.org/HGNC:13308,HGNC:13308,HGNC:13308,NA,NA
MONDO:0020790,phenotype,http://purl.obolibrary.org/obo/MONDO_0020790,MONDO:0020790,MONDO:0020790,NA,NA
MONDO:0013989,phenotype,http://purl.obolibrary.org/obo/MONDO_0013989,MONDO:0013989,MONDO:0013989,NA,NA
HP:0006915,phenotype,http://purl.obolibrary.org/obo/HP_0006915,HP:0006915,HP:0006915,NA,NA
HGNC:13433,gene,https://identifiers.org/HGNC:13433,HGNC:13433,HGNC:13433,NA,NA
MONDO:0010500,phenotype,http://purl.obolibrary.org/obo/MONDO_0010500,MONDO:0010500,MONDO:0010500,NA,NA
MONDO:0030958,phenotype,http://purl.obolibrary.org/obo/MONDO_0030958,MONDO:0030958,MONDO:0030958,NA,NA
MONDO:0019019,phenotype,http://purl.obolibrary.org/obo/MONDO_0019019,MONDO:0019019,MONDO:0019019,NA,NA
MONDO:0010983,phenotype,http://purl.obolibrary.org/obo/MONDO_0010983,MONDO:0010983,MONDO:0010983,NA,NA
HGNC:6946,gene,https://identifiers.org/HGNC:6946,HGNC:6946,HGNC:6946,NA,NA
MONDO:0014506,phenotype,http://purl.obolibrary.org/obo/MONDO_0014506,MONDO:0014506,MONDO:0014506,NA,NA
MONDO:0011823,phenotype,http://purl.obolibrary.org/obo/MONDO_0011823,MONDO:0011823,MONDO:0011823,NA,NA
HP:0031959,phenotype,http://purl.obolibrary.org/obo/HP_0031959,HP:0031959,HP:0031959,NA,NA
MONDO:0030922,phenotype,http://purl.obolibrary.org/obo/MONDO_0030922,MONDO:0030922,MONDO:0030922,NA,NA
MONDO:0030054,phenotype,http://purl.obolibrary.org/obo/MONDO_0030054,MONDO:0030054,MONDO:0030054,NA,NA
HP:0002591,phenotype,http://purl.obolibrary.org/obo/HP_0002591,HP:0002591,HP:0002591,NA,NA
MONDO:0014019,phenotype,http://purl.obolibrary.org/obo/MONDO_0014019,MONDO:0014019,MONDO:0014019,NA,NA
MONDO:0008200,phenotype,http://purl.obolibrary.org/obo/MONDO_0008200,MONDO:0008200,MONDO:0008200,NA,NA
MONDO:0018130,phenotype,http://purl.obolibrary.org/obo/MONDO_0018130,MONDO:0018130,MONDO:0018130,NA,NA
MONDO:0011663,phenotype,http://purl.obolibrary.org/obo/MONDO_0011663,MONDO:0011663,MONDO:0011663,NA,NA
HGNC:11953,gene,https://identifiers.org/HGNC:11953,HGNC:11953,HGNC:11953,NA,NA
HGNC:3098,gene,https://identifiers.org/HGNC:3098,HGNC:3098,HGNC:3098,NA,NA
HGNC:13586,gene,https://identifiers.org/HGNC:13586,HGNC:13586,HGNC:13586,NA,NA
HP:0000746,phenotype,http://purl.obolibrary.org/obo/HP_0000746,HP:0000746,HP:0000746,NA,NA
HGNC:7224,gene,https://identifiers.org/HGNC:7224,HGNC:7224,HGNC:7224,NA,NA
HGNC:12269,gene,https://identifiers.org/HGNC:12269,HGNC:12269,HGNC:12269,NA,NA
HGNC:6636,gene,https://identifiers.org/HGNC:6636,HGNC:6636,HGNC:6636,NA,NA
MONDO:0014562,phenotype,http://purl.obolibrary.org/obo/MONDO_0014562,MONDO:0014562,MONDO:0014562,NA,NA
HGNC:7565,gene,https://identifiers.org/HGNC:7565,HGNC:7565,HGNC:7565,NA,NA
HGNC:10809,gene,https://identifiers.org/HGNC:10809,HGNC:10809,HGNC:10809,NA,NA
MONDO:0010654,phenotype,http://purl.obolibrary.org/obo/MONDO_0010654,MONDO:0010654,MONDO:0010654,NA,NA
MONDO:0012084,phenotype,http://purl.obolibrary.org/obo/MONDO_0012084,MONDO:0012084,MONDO:0012084,NA,NA
HGNC:24587,gene,https://identifiers.org/HGNC:24587,HGNC:24587,HGNC:24587,NA,NA
HGNC:6291,gene,https://identifiers.org/HGNC:6291,HGNC:6291,HGNC:6291,NA,NA
MONDO:0017636,phenotype,http://purl.obolibrary.org/obo/MONDO_0017636,MONDO:0017636,MONDO:0017636,NA,NA
HGNC:1460,gene,https://identifiers.org/HGNC:1460,HGNC:1460,HGNC:1460,NA,NA
HGNC:16380,gene,https://identifiers.org/HGNC:16380,HGNC:16380,HGNC:16380,NA,NA
MONDO:0014736,phenotype,http://purl.obolibrary.org/obo/MONDO_0014736,MONDO:0014736,MONDO:0014736,NA,NA
MONDO:0013735,phenotype,http://purl.obolibrary.org/obo/MONDO_0013735,MONDO:0013735,MONDO:0013735,NA,NA
MONDO:0859189,phenotype,http://purl.obolibrary.org/obo/MONDO_0859189,MONDO:0859189,MONDO:0859189,NA,NA
MONDO:0012750,phenotype,http://purl.obolibrary.org/obo/MONDO_0012750,MONDO:0012750,MONDO:0012750,NA,NA
MONDO:0012474,phenotype,http://purl.obolibrary.org/obo/MONDO_0012474,MONDO:0012474,MONDO:0012474,NA,NA
MONDO:0013656,phenotype,http://purl.obolibrary.org/obo/MONDO_0013656,MONDO:0013656,MONDO:0013656,NA,NA
MONDO:0030920,phenotype,http://purl.obolibrary.org/obo/MONDO_0030920,MONDO:0030920,MONDO:0030920,NA,NA
MONDO:0013772,phenotype,http://purl.obolibrary.org/obo/MONDO_0013772,MONDO:0013772,MONDO:0013772,NA,NA
MONDO:0060629,phenotype,http://purl.obolibrary.org/obo/MONDO_0060629,MONDO:0060629,MONDO:0060629,NA,NA
HGNC:25072,gene,https://identifiers.org/HGNC:25072,HGNC:25072,HGNC:25072,NA,NA
MONDO:0014559,phenotype,http://purl.obolibrary.org/obo/MONDO_0014559,MONDO:0014559,MONDO:0014559,NA,NA
HP:0200136,phenotype,http://purl.obolibrary.org/obo/HP_0200136,HP:0200136,HP:0200136,NA,NA
HGNC:2377,gene,https://identifiers.org/HGNC:2377,HGNC:2377,HGNC:2377,NA,NA
MONDO:0007182,phenotype,http://purl.obolibrary.org/obo/MONDO_0007182,MONDO:0007182,MONDO:0007182,NA,NA
HGNC:19321,gene,https://identifiers.org/HGNC:19321,HGNC:19321,HGNC:19321,NA,NA
MONDO:0016563,phenotype,http://purl.obolibrary.org/obo/MONDO_0016563,MONDO:0016563,MONDO:0016563,NA,NA
HP:0004373,phenotype,http://purl.obolibrary.org/obo/HP_0004373,HP:0004373,HP:0004373,NA,NA
HGNC:9537,gene,https://identifiers.org/HGNC:9537,HGNC:9537,HGNC:9537,NA,NA
MONDO:0013726,phenotype,http://purl.obolibrary.org/obo/MONDO_0013726,MONDO:0013726,MONDO:0013726,NA,NA
MONDO:0007483,phenotype,http://purl.obolibrary.org/obo/MONDO_0007483,MONDO:0007483,MONDO:0007483,NA,NA
HGNC:29682,gene,https://identifiers.org/HGNC:29682,HGNC:29682,HGNC:29682,NA,NA
MONDO:0013160,phenotype,http://purl.obolibrary.org/obo/MONDO_0013160,MONDO:0013160,MONDO:0013160,NA,NA
MONDO:0016814,phenotype,http://purl.obolibrary.org/obo/MONDO_0016814,MONDO:0016814,MONDO:0016814,NA,NA
MONDO:0013994,phenotype,http://purl.obolibrary.org/obo/MONDO_0013994,MONDO:0013994,MONDO:0013994,NA,NA
HGNC:443,gene,https://identifiers.org/HGNC:443,HGNC:443,HGNC:443,NA,NA
MONDO:0030455,phenotype,http://purl.obolibrary.org/obo/MONDO_0030455,MONDO:0030455,MONDO:0030455,NA,NA
HP:0012179,phenotype,http://purl.obolibrary.org/obo/HP_0012179,HP:0012179,HP:0012179,NA,NA
MONDO:0015003,phenotype,http://purl.obolibrary.org/obo/MONDO_0015003,MONDO:0015003,MONDO:0015003,NA,NA
MONDO:0030060,phenotype,http://purl.obolibrary.org/obo/MONDO_0030060,MONDO:0030060,MONDO:0030060,NA,NA
MONDO:0009502,phenotype,http://purl.obolibrary.org/obo/MONDO_0009502,MONDO:0009502,MONDO:0009502,NA,NA
HP:0002268,phenotype,http://purl.obolibrary.org/obo/HP_0002268,HP:0002268,HP:0002268,NA,NA
HGNC:6884,gene,https://identifiers.org/HGNC:6884,HGNC:6884,HGNC:6884,NA,NA
MONDO:0957788,phenotype,http://purl.obolibrary.org/obo/MONDO_0957788,MONDO:0957788,MONDO:0957788,NA,NA
MONDO:0054763,phenotype,http://purl.obolibrary.org/obo/MONDO_0054763,MONDO:0054763,MONDO:0054763,NA,NA
MONDO:0958009,phenotype,http://purl.obolibrary.org/obo/MONDO_0958009,MONDO:0958009,MONDO:0958009,NA,NA
MONDO:0011038,phenotype,http://purl.obolibrary.org/obo/MONDO_0011038,MONDO:0011038,MONDO:0011038,NA,NA
HGNC:8011,gene,https://identifiers.org/HGNC:8011,HGNC:8011,HGNC:8011,NA,NA
HGNC:9438,gene,https://identifiers.org/HGNC:9438,HGNC:9438,HGNC:9438,NA,NA
HGNC:3097,gene,https://identifiers.org/HGNC:3097,HGNC:3097,HGNC:3097,NA,NA
HGNC:24931,gene,https://identifiers.org/HGNC:24931,HGNC:24931,HGNC:24931,NA,NA
MONDO:0008199,phenotype,http://purl.obolibrary.org/obo/MONDO_0008199,MONDO:0008199,MONDO:0008199,NA,NA
HGNC:4433,gene,https://identifiers.org/HGNC:4433,HGNC:4433,HGNC:4433,NA,NA
MONDO:0007496,phenotype,http://purl.obolibrary.org/obo/MONDO_0007496,MONDO:0007496,MONDO:0007496,NA,NA
HGNC:26582,gene,https://identifiers.org/HGNC:26582,HGNC:26582,HGNC:26582,NA,NA
HGNC:7720,gene,https://identifiers.org/HGNC:7720,HGNC:7720,HGNC:7720,NA,NA
MONDO:0033373,phenotype,http://purl.obolibrary.org/obo/MONDO_0033373,MONDO:0033373,MONDO:0033373,NA,NA
MONDO:0016621,phenotype,http://purl.obolibrary.org/obo/MONDO_0016621,MONDO:0016621,MONDO:0016621,NA,NA
HGNC:14288,gene,https://identifiers.org/HGNC:14288,HGNC:14288,HGNC:14288,NA,NA
MONDO:0859200,phenotype,http://purl.obolibrary.org/obo/MONDO_0859200,MONDO:0859200,MONDO:0859200,NA,NA
MONDO:0014803,phenotype,http://purl.obolibrary.org/obo/MONDO_0014803,MONDO:0014803,MONDO:0014803,NA,NA
HP:0008945,phenotype,http://purl.obolibrary.org/obo/HP_0008945,HP:0008945,HP:0008945,NA,NA
MONDO:0100339,phenotype,http://purl.obolibrary.org/obo/MONDO_0100339,MONDO:0100339,MONDO:0100339,NA,NA
HP:0032005,phenotype,http://purl.obolibrary.org/obo/HP_0032005,HP:0032005,HP:0032005,NA,NA
HP:0001268,phenotype,http://purl.obolibrary.org/obo/HP_0001268,HP:0001268,HP:0001268,NA,NA
HGNC:3267,gene,https://identifiers.org/HGNC:3267,HGNC:3267,HGNC:3267,NA,NA
HGNC:3261,gene,https://identifiers.org/HGNC:3261,HGNC:3261,HGNC:3261,NA,NA
HGNC:10542,gene,https://identifiers.org/HGNC:10542,HGNC:10542,HGNC:10542,NA,NA
HGNC:15469,gene,https://identifiers.org/HGNC:15469,HGNC:15469,HGNC:15469,NA,NA
MONDO:0859215,phenotype,http://purl.obolibrary.org/obo/MONDO_0859215,MONDO:0859215,MONDO:0859215,NA,NA
MONDO:0017175,phenotype,http://purl.obolibrary.org/obo/MONDO_0017175,MONDO:0017175,MONDO:0017175,NA,NA
MONDO:0054835,phenotype,http://purl.obolibrary.org/obo/MONDO_0054835,MONDO:0054835,MONDO:0054835,NA,NA
HP:0010553,phenotype,http://purl.obolibrary.org/obo/HP_0010553,HP:0010553,HP:0010553,NA,NA
HGNC:28497,gene,https://identifiers.org/HGNC:28497,HGNC:28497,HGNC:28497,NA,NA
HGNC:6408,gene,https://identifiers.org/HGNC:6408,HGNC:6408,HGNC:6408,NA,NA
MONDO:0011897,phenotype,http://purl.obolibrary.org/obo/MONDO_0011897,MONDO:0011897,MONDO:0011897,NA,NA
MONDO:0008961,phenotype,http://purl.obolibrary.org/obo/MONDO_0008961,MONDO:0008961,MONDO:0008961,NA,NA
MONDO:0014017,phenotype,http://purl.obolibrary.org/obo/MONDO_0014017,MONDO:0014017,MONDO:0014017,NA,NA
HGNC:19693,gene,https://identifiers.org/HGNC:19693,HGNC:19693,HGNC:19693,NA,NA
HGNC:95,gene,https://identifiers.org/HGNC:95,HGNC:95,HGNC:95,NA,NA
HGNC:16791,gene,https://identifiers.org/HGNC:16791,HGNC:16791,HGNC:16791,NA,NA
HGNC:22954,gene,https://identifiers.org/HGNC:22954,HGNC:22954,HGNC:22954,NA,NA
HGNC:10541,gene,https://identifiers.org/HGNC:10541,HGNC:10541,HGNC:10541,NA,NA
MONDO:0010046,phenotype,http://purl.obolibrary.org/obo/MONDO_0010046,MONDO:0010046,MONDO:0010046,NA,NA
HGNC:21610,gene,https://identifiers.org/HGNC:21610,HGNC:21610,HGNC:21610,NA,NA
MONDO:0008453,phenotype,http://purl.obolibrary.org/obo/MONDO_0008453,MONDO:0008453,MONDO:0008453,NA,NA
MONDO:0016981,phenotype,http://purl.obolibrary.org/obo/MONDO_0016981,MONDO:0016981,MONDO:0016981,NA,NA
MONDO:0033368,phenotype,http://purl.obolibrary.org/obo/MONDO_0033368,MONDO:0033368,MONDO:0033368,NA,NA
HGNC:12509,gene,https://identifiers.org/HGNC:12509,HGNC:12509,HGNC:12509,NA,NA
MONDO:0975828,phenotype,http://purl.obolibrary.org/obo/MONDO_0975828,MONDO:0975828,MONDO:0975828,NA,NA
MONDO:0010092,phenotype,http://purl.obolibrary.org/obo/MONDO_0010092,MONDO:0010092,MONDO:0010092,NA,NA
HP:0001824,phenotype,http://purl.obolibrary.org/obo/HP_0001824,HP:0001824,HP:0001824,NA,NA
MONDO:0013959,phenotype,http://purl.obolibrary.org/obo/MONDO_0013959,MONDO:0013959,MONDO:0013959,NA,NA
HGNC:2719,gene,https://identifiers.org/HGNC:2719,HGNC:2719,HGNC:2719,NA,NA
MONDO:0014731,phenotype,http://purl.obolibrary.org/obo/MONDO_0014731,MONDO:0014731,MONDO:0014731,NA,NA
